0.3802407,1.53714557,-0.3802407,-0.01786286,-0.32698931,-0.38339671
0.37728709,1.51216895,-0.37038689,-0.01223721,-0.3215018,-0.38256572
0.37497203,1.48569743,-0.36939006,-0.00779969,-0.31908052,-0.380501
0.36789227,1.46029499,-0.3638007,-0.00290105,-0.31457201,-0.37809213
0.37475583,1.55990901,-0.37574885,-0.00476154,-0.31506839,-0.36584518
0.3688302,1.66100471,-0.38110473,0.00107444,-0.30683433,-0.34410684
0.36015548,1.76194141,-0.38785473,0.00889329,-0.29838681,-0.31827623
0.35107754,1.82207981,-0.39089112,0.01704887,-0.29060462,-0.29547267
0.34270993,1.84741531,-0.39048993,0.0236621,-0.28355533,-0.27694486
0.33618075,1.83270847,-0.38564511,0.02503114,-0.27803977,-0.26813131
0.33070419,1.80154468,-0.37881759,0.02409227,-0.27325832,-0.26349152
0.32537253,1.77091338,-0.37205695,0.02327686,-0.26856667,-0.25900662
0.32020165,1.74080898,-0.36534377,0.02254146,-0.2639563,-0.25464565
0.31521745,1.71122847,-0.35864887,0.02186381,-0.25942085,-0.25039747
0.31046412,1.68217404,-0.35192533,0.02122861,-0.254954,-0.24626383
0.30602173,1.65365954,-0.34509139,0.02061895,-0.25054835,-0.24226332
0.30204901,1.62572959,-0.33798933,0.01999935,-0.24619635,-0.23845254
0.29890293,1.59852799,-0.33027152,0.01924644,-0.24190837,-0.23501299
0.29568742,1.57433405,-0.31582098,0.01308515,-0.23507468,-0.23803632
0.30424951,1.55213863,-0.30733582,-0.00052031,-0.2254698,-0.24881478
0.30941198,1.53380119,-0.2923902,-0.00089906,-0.21983258,-0.24652744
0.32959428,1.51156727,-0.2983103,-0.00796891,-0.22568195,-0.2489064
0.34489445,1.48699714,-0.30470682,-0.01395504,-0.23178785,-0.25001859
0.35541538,1.46068013,-0.31255763,-0.01993155,-0.2391386,-0.25068393
0.36656878,1.43289023,-0.32599055,-0.02624305,-0.24620443,-0.25108103
0.3592663,1.40834262,-0.32148357,-0.02616257,-0.24219618,-0.24666834
