0.3802407,1.53714557,-0.3802407,-0.01786286,-0.32698931,-0.38339671
0.37728735,1.51216916,-0.37038661,-0.01223751,-0.32150162,-0.38256527
0.37498002,1.48569766,-0.36939068,-0.00780135,-0.31908441,-0.38049982
0.36789682,1.46029552,-0.36380444,-0.00290488,-0.31457607,-0.37808867
0.37481241,1.55990669,-0.37574674,-0.00476238,-0.31510232,-0.36583768
0.36888447,1.66100176,-0.38110933,0.00108368,-0.30686132,-0.3440841
0.36018136,1.76193417,-0.38789388,0.00890791,-0.29840538,-0.3182358
0.35107416,1.82203054,-0.3909623,0.017068,-0.29061373,-0.29541911
0.34268849,1.84723388,-0.3905747,0.02366275,-0.28356042,-0.27692065
0.33615808,1.8324456,-0.38572609,0.02502024,-0.27804447,-0.26812726
0.33068713,1.80128696,-0.37889112,0.02408319,-0.27326259,-0.26348879
0.32536254,1.77066095,-0.37212158,0.02326944,-0.26857043,-0.25900545
0.32020071,1.74056211,-0.36539749,0.02253558,-0.26395944,-0.2546465
0.31522842,1.71098768,-0.35868883,0.02185925,-0.25942323,-0.2504011
0.31049126,1.6819403,-0.35194735,0.02122491,-0.25495541,-0.24627156
0.30607175,1.65343487,-0.34508892,0.02061491,-0.25054861,-0.24227767
0.30213321,1.62551849,-0.33795147,0.01999153,-0.2461956,-0.23847895
0.2990418,1.59834226,-0.33017881,0.01922307,-0.24190971,-0.2350662
0.2959283,1.57432907,-0.31545373,0.01317374,-0.2352544,-0.23800665
0.30480837,1.55231381,-0.30700407,-0.00040486,-0.22571029,-0.24876306
0.31010677,1.53423646,-0.2919403,-0.00081895,-0.22002674,-0.24652837
0.33045634,1.51227242,-0.29769635,-0.00797649,-0.22616563,-0.24898461
0.34614559,1.48790292,-0.30402694,-0.01391773,-0.23235783,-0.25006191
0.3575527,1.46166274,-0.3121691,-0.0200188,-0.23962636,-0.25087799
0.35210361,1.4592841,-0.31938024,-0.01960069,-0.24564592,-0.24404218
0.34817195,1.4580984,-0.32461104,-0.0179894,-0.24352548,-0.23483155
0.34281013,1.43372419,-0.32163376,-0.0178098,-0.24015968,-0.22979115
0.33641869,1.40923692,-0.31669583,-0.0179034,-0.23615517,-0.22571467
0.33034865,1.38517673,-0.31162964,-0.01788876,-0.23215836,-0.22176253
